id,longitude,latitude,is_geocoding_exact
945,-105.051,39.777,TRUE
946,-89.905,30.038,TRUE
947,-88.845,35.852,TRUE
948,-115.057,36.244,TRUE
949,-118.189,33.803,TRUE
950,-121.573,36.995,TRUE
951,-115.09,36.229,TRUE
952,-81.159,37.895,TRUE
953,-76.372,39.304,TRUE
955,-119.051,34.219,TRUE
956,-81.34,41.163,TRUE
957,-120.999,37.639,TRUE
958,-83.462,41.618,TRUE
960,-105.573,36.407,TRUE
961,-118.307,33.843,TRUE
962,-118.045,34.572,TRUE
963,-101.855,35.207,TRUE
964,-116.971,33.724,TRUE
965,-84.707,33.755,TRUE
967,-75.381,41.569,TRUE
968,-81.19,28.887,TRUE
969,-104.885,39.733,TRUE
970,-121.29,39.189,TRUE
972,-73.214,44.483,TRUE
973,-82.384,28.466,TRUE
974,-106.566,35.076,TRUE
975,-83.194,42.351,TRUE
978,-84.578,42.673,TRUE
979,-119.006,36.069,TRUE
980,-80.851,35.352,TRUE
981,-122.156,37.448,TRUE
982,-112.062,33.68,TRUE
984,-87.744,41.893,TRUE
985,-116.94,43.62,TRUE
986,-88.643,30.889,TRUE
987,-111.922,33.381,TRUE
988,-91.613,29.849,TRUE
989,-76.596,36.727,TRUE
990,-121.022,37.09,TRUE
992,-119.812,36.75,TRUE
994,-115.272,36.133,TRUE
995,-117.16,32.755,TRUE
996,-100.45,32.235,TRUE
997,-96.711,43.547,TRUE
998,-110.573,45.656,TRUE
999,-80.885,35.218,TRUE
1000,-93.21,30.494,TRUE
1001,-97.52,35.512,TRUE
1003,-82.337,36.32,TRUE
1004,-80.913,35.242,TRUE
1005,-122.368,40.613,TRUE
1006,-120.947,37.584,TRUE
1007,-75.31,39.929,TRUE
1008,-87.834,42.456,TRUE
1009,-105.918,33.683,TRUE
1010,-87.18,37.787,TRUE
1011,-88.489,42.609,TRUE
1012,-84.677,34.133,TRUE
1013,-122.669,46.16,TRUE
1014,-75.959,39.718,TRUE
1016,-84.585,39.118,TRUE
1017,-105.016,39.755,TRUE
1018,-77.034,40.398,TRUE
1019,-149.898,61.192,TRUE
1020,-76.188,36.856,TRUE
1021,-83.558,35.837,TRUE
1022,-120.954,47.197,TRUE
1023,-89.143,37.831,TRUE
1024,-118.46,34.42,TRUE
1025,-79.855,38.914,TRUE
1026,-83.277,42.484,TRUE
1027,-118.358,34.104,TRUE
1028,-98.601,29.415,TRUE
1029,-122.826,45.446,TRUE
1030,-116.963,32.795,TRUE
1032,-80.677,26.683,TRUE
1033,-90.244,38.593,TRUE
1034,-111.813,40.675,TRUE
1035,-111.685,33.415,TRUE
1036,-118.46,34.23,TRUE
1037,-86.036,33.95,TRUE
1038,-110.926,32.222,TRUE
1039,-81.3,28.469,TRUE
1040,-122.859,42.361,TRUE
1041,-112.098,33.582,TRUE
1042,-122.079,37.592,TRUE
1043,-96.69,32.698,TRUE
1044,-81.164,33.836,TRUE
1045,-83.183,31.025,TRUE
1046,-91.948,30.544,TRUE
1047,-86.571,34.87,TRUE
1048,-99.14,30.047,TRUE
1049,-95.582,35.287,TRUE
1050,-86.652,32.852,TRUE
1051,-119.804,39.477,TRUE
1052,-119.054,43.586,TRUE
1053,-93.169,34.659,TRUE
1054,-90.033,35.108,TRUE
1055,-105.992,35.654,TRUE
1056,-79.574,34.354,TRUE
1057,-84.231,35.816,TRUE
1058,-83.208,42.322,TRUE
1059,-97.096,32.572,TRUE
1060,-84.484,33.923,TRUE
1061,-122.454,47.234,TRUE
1062,-96.017,41.227,TRUE
1063,-122.625,45.409,TRUE
1064,-70.949,42.465,TRUE
1065,-97.006,32.835,TRUE
1066,-85.067,32.486,TRUE
1067,-87.666,41.761,TRUE
1068,-105.032,40.592,TRUE
1069,-85.269,34.985,TRUE
1070,-94.425,39.121,TRUE
1071,-81.419,26.418,TRUE
1073,-118.914,35.296,TRUE
1074,-79.882,40.442,TRUE
1075,-97.391,32.873,TRUE
1076,-76.925,38.894,TRUE
1077,-106.583,35.094,TRUE
1078,-121.291,38.596,TRUE
1079,-95.953,35.532,TRUE
1080,-82.053,29.168,TRUE
1081,-100.626,43.188,TRUE
1082,-111.659,33.437,TRUE
1083,-98.493,29.529,TRUE
1084,-94.511,38.918,TRUE
1085,-81.179,41.729,TRUE
1086,-106.49,31.757,TRUE
1088,-87.054,30.521,TRUE
1089,-80.904,36.031,TRUE
1090,-123.926,45.993,TRUE
1091,-118.294,34.063,TRUE
1092,-83.056,39.945,TRUE
1093,-91.934,34.95,TRUE
1095,-75.402,39.836,TRUE
1096,-97.667,30.396,TRUE
1098,-117.934,33.843,TRUE
1099,-155.066,19.696,TRUE
1100,-85.859,38.193,TRUE
1101,-76.309,39.469,TRUE
1102,-156.738,71.301,TRUE
1103,-93.156,45.006,TRUE
1104,-96.182,32.282,TRUE
1105,-81.193,35.561,TRUE
1106,-118.08,34.682,TRUE
1107,-82.864,40.064,TRUE
1108,-84.417,33.575,TRUE
1109,-71.078,42.308,TRUE
1110,-97.446,32.723,TRUE
1111,-76.144,43.069,TRUE
1112,-91.133,30.468,TRUE
1113,-94.465,32.26,TRUE
1114,-78.396,37.673,TRUE
1115,-93.7,41.649,TRUE
1116,-82.499,27.457,TRUE
1117,-118.163,34.022,TRUE
1118,-118.457,34.196,TRUE
1119,-117.741,33.872,TRUE
1120,-103.426,32.166,TRUE
1121,-73.267,41.182,TRUE
1123,-94.249,34.58,TRUE
1124,-84.605,39.155,TRUE
1125,-117.854,33.748,TRUE
1126,-117.85,33.748,TRUE
1127,-97.578,32.944,TRUE
1128,-83.45,34.199,TRUE
1129,-111.964,40.267,TRUE
1130,-82.211,36.349,TRUE
1131,-117.952,33.808,TRUE
1132,-106.72,35.08,TRUE
1133,-122.559,47.12,TRUE
1134,-88.19,34.812,TRUE
1135,-122.306,47.691,TRUE
1136,-112.108,33.495,TRUE
1137,-118.362,33.962,TRUE
1138,-118.362,33.962,TRUE
1139,-149.778,61.585,TRUE
1140,-105.035,39.766,TRUE
1141,-119.008,35.372,TRUE
1143,-84.011,39.837,TRUE
1145,-121.143,37.776,TRUE
1146,-112.169,33.596,TRUE
1147,-95.316,29.713,TRUE
1148,-94.288,39.001,TRUE
1149,-105.475,39.446,TRUE
1152,-88.385,42.796,TRUE
1153,-104.696,40.373,TRUE
1154,-86.3,32.367,TRUE
1155,-97.425,38.136,TRUE
1156,-79.995,37.241,TRUE
1157,-103.156,44.067,TRUE
1158,-98.702,29.498,TRUE
1159,-86.254,33.837,TRUE
1160,-103.231,44.081,TRUE
1161,-78.633,35.766,TRUE
1162,-80.641,28.028,TRUE
1163,-97.091,32.831,TRUE
1164,-88.646,30.447,TRUE
1165,-76.333,39.492,TRUE
1166,-78.922,40.327,TRUE
1167,-111.777,33.33,TRUE
1169,-84.108,37.19,TRUE
1170,-78.715,42.936,TRUE
1171,-94.143,30.059,TRUE
1172,-97.513,32.864,TRUE
1173,-100.743,46.809,TRUE
1174,-118.176,33.941,TRUE
1175,-77.623,43.238,TRUE
1176,-121.878,37.324,TRUE
1177,-95.682,39.055,TRUE
1178,-108.501,45.783,TRUE
1180,-82.462,28.084,TRUE
1181,-88.885,30.396,TRUE
1182,-119.862,39.678,TRUE
1183,-118.203,33.878,TRUE
1184,-102.374,31.888,TRUE
1186,-76.244,36.93,TRUE
1187,-96.62,37.815,TRUE
1188,-88.956,40.145,TRUE
1189,-122.028,37.54,TRUE
1190,-79.809,36.108,TRUE
1191,-95.337,29.794,TRUE
1192,-95.488,29.994,TRUE
1194,-96.856,32.94,TRUE
1195,-84.256,35.797,TRUE
1196,-85.611,33.925,TRUE
1197,-75.368,39.845,TRUE
1198,-122.574,45.682,TRUE
1199,-76.875,38.918,TRUE
1200,-87.718,41.871,TRUE
1201,-86.891,36.852,TRUE
1202,-87.51,37.993,TRUE
1203,-97.388,32.73,TRUE
1204,-118.241,33.981,TRUE
1205,-98.484,29.363,TRUE
1206,-80.188,34.905,TRUE
1207,-93.318,44.776,TRUE
1208,-82.499,27.889,TRUE
1210,-95.424,29.99,TRUE
1212,-112.155,43.503,TRUE
1213,-76.191,36.927,TRUE
1214,-90.06,30.426,TRUE
1215,-87.793,41.992,TRUE
1216,-87.408,37.145,TRUE
1217,-77.289,37.291,TRUE
1218,-77.968,40.071,TRUE
1219,-85.133,41.05,TRUE
1220,-82.405,29.641,TRUE
1221,-73.528,41.114,TRUE
1222,-79.547,40.279,TRUE
1223,-73.216,44.477,TRUE
1224,-80.422,25.597,TRUE
1226,-104.984,39.789,TRUE
1227,-119.791,36.77,TRUE
1228,-89.95,35.228,TRUE
1229,-71.033,42.272,TRUE
1230,-71.369,41.891,TRUE
1231,-117.174,34.06,TRUE
1232,-104.564,38.275,TRUE
1233,-106.617,35.086,TRUE
1234,-94.272,39.037,TRUE
1235,-71.317,42.632,TRUE
1236,-82.099,37.278,TRUE
1237,-78.882,33.711,TRUE
1238,-82.426,28.054,TRUE
1239,-94.385,38.989,TRUE
1240,-110.697,35.024,TRUE
1241,-104.554,33.385,TRUE
1242,-77.634,35.331,TRUE
1243,-95.161,30.233,TRUE
1244,-82.414,34.783,TRUE
1245,-93.71,46.533,TRUE
1246,-122.655,38.976,TRUE
1247,-118.139,34.015,TRUE
1248,-112.225,33.523,TRUE
1249,-83.963,33.282,TRUE
1250,-76.61,39.309,TRUE
1251,-76.61,39.309,TRUE
1252,-77.411,37.534,TRUE
1253,-115.296,36.328,TRUE
1254,-97.669,29.873,TRUE
1255,-102.328,31.865,TRUE
1256,-86.235,39.824,TRUE
1257,-85.685,32.373,TRUE
1258,-97.751,30.27,TRUE
1259,-91.546,44.824,TRUE
1261,-93.244,44.962,TRUE
1262,-72.627,42.133,TRUE
1263,-86.117,39.797,TRUE
1264,-82.67,38.877,TRUE
1265,-86.436,36.37,TRUE
1266,-118.453,34.308,TRUE
1267,-122.416,37.762,TRUE
1269,-121.44,38.482,TRUE
1270,-91.441,44.876,TRUE
1271,-85.607,42.897,TRUE
1272,-74.468,40.487,TRUE
1273,-75.143,40.04,TRUE
1274,-120.962,37.649,TRUE
1275,-73.936,42.776,TRUE
1276,-118.226,34.049,TRUE
1277,-115.154,36.148,TRUE
1278,-87.711,41.867,TRUE
1279,-104.99,39.737,TRUE
1280,-88.935,37.957,TRUE
1282,-121.295,38.024,TRUE
1283,-98.639,30.718,TRUE
1284,-85.493,36.035,TRUE
1285,-97.574,38.377,TRUE
1286,-117.333,33.669,TRUE
1287,-98.603,34.604,TRUE
1288,-85.339,40.193,TRUE
1289,-88.144,42.473,TRUE
1290,-84.243,39.742,TRUE
1291,-106.554,31.872,TRUE
1292,-75.022,39.481,TRUE
1293,-73.805,40.679,TRUE
1295,-76.901,39.004,TRUE
1296,-84.564,33.798,TRUE
1297,-80.936,35.246,TRUE
1298,-90.219,38.654,TRUE
1299,-86.849,34.172,TRUE
1300,-80.484,25.493,TRUE
1301,-92.795,35.017,TRUE
1302,-71.042,42.403,TRUE
1303,-97.837,30.221,TRUE
1304,-74.183,42.589,TRUE
1306,-111.841,33.254,TRUE
1307,-89.152,45.14,TRUE
1308,-76.278,36.86,TRUE
1310,-82.418,35.285,TRUE
1311,-105.082,39.724,TRUE
1312,-76.233,36.817,TRUE
1313,-106.527,35.146,TRUE
1314,-97.823,29.649,TRUE
1315,-84.268,33.854,TRUE
1316,-105.044,39.829,TRUE
1317,-111.872,40.678,TRUE
1318,-80.206,25.776,TRUE
1319,-116.316,43.553,TRUE
1321,-117.412,47.656,TRUE
1323,-89.62,44.979,TRUE
1324,-111.655,40.115,TRUE
1326,-118.472,34.228,TRUE
1327,-81.402,28.536,TRUE
1328,-89.128,35.851,TRUE
1329,-82.336,34.902,TRUE
1330,-119.264,36.343,TRUE
1332,-122.361,47.494,TRUE
1333,-117.09,33.478,TRUE
1334,-78.876,42.928,TRUE
1336,-88.006,43.134,TRUE
1337,-81.442,28.551,TRUE
1339,-122.065,48.048,TRUE
1340,-82.663,27.75,TRUE
1341,-68.014,46.686,TRUE
1342,-118.191,33.795,TRUE
1343,-93.096,44.964,TRUE
1344,-88.844,30.458,TRUE
1345,-87.726,41.804,TRUE
1347,-94.64,31.622,TRUE
1348,-106.418,31.929,TRUE
1349,-71.051,41.863,TRUE
1350,-104.725,39.719,TRUE
1352,-104.691,40.385,TRUE
1354,-118.202,34.026,TRUE
1355,-81.653,30.331,TRUE
1356,-112.139,33.466,TRUE
1357,-81.134,28.9,TRUE
1358,-84.191,33.591,TRUE
1359,-88.4,37.547,TRUE
1360,-84.449,33.58,TRUE
1361,-121.48,41.961,TRUE
1362,-73.987,40.762,TRUE
1363,-91.181,38.199,TRUE
1364,-111.978,33.378,TRUE
1365,-115.124,36.199,TRUE
1366,-122.431,37.732,TRUE
1367,-121.276,38.674,TRUE
1368,-83.101,37.335,TRUE
1369,-80.23,25.844,TRUE
1370,-96.173,41.292,TRUE
1372,-122.615,45.351,TRUE
1374,-80.125,25.981,TRUE
1376,-81.853,30.234,TRUE
1377,-105.282,40.027,TRUE
1378,-111.655,35.198,TRUE
1379,-122.469,45.507,TRUE
1381,-106.51,35.069,TRUE
1382,-97.53,35.466,TRUE
1384,-93.012,44.963,TRUE
1385,-87.559,41.586,TRUE
1387,-90.097,38.632,TRUE
1389,-84.941,30.708,TRUE
1390,-106.892,34.058,TRUE
1391,-86.16,39.727,TRUE
1392,-86.019,33.607,TRUE
1393,-106.601,35.128,TRUE
1394,-95.573,29.774,TRUE
1395,-81.3,28.978,TRUE
1396,-78.323,34.998,TRUE
1397,-79.907,36.467,TRUE
1398,-122.776,45.389,TRUE
1399,-110.901,32.24,TRUE
1400,-121.342,43.968,TRUE
1403,-84.201,37.604,TRUE
1404,-76.282,36.848,TRUE
1405,-80.757,35.291,TRUE
1406,-149.439,61.581,TRUE
1407,-112.139,33.863,TRUE
1408,-122.634,41.735,TRUE
1410,-85.401,40.173,TRUE
1411,-81.991,26.556,TRUE
1412,-82.977,40.009,TRUE
1413,-155.066,19.685,TRUE
1414,-95.384,35.947,TRUE
1415,-120.874,37.493,TRUE
1416,-78.657,37.432,TRUE
1417,-84.19,33.593,TRUE
1418,-94.548,39.062,TRUE
1419,-86.788,33.515,TRUE
1421,-93.986,29.955,TRUE
1422,-87.688,46.609,TRUE
1424,-80.935,35.966,TRUE
1425,-104.645,38.295,TRUE
1426,-120.599,46.567,TRUE
1427,-118.333,33.989,TRUE
1428,-88.737,34.252,TRUE
1429,-118.193,33.994,TRUE
1430,-81.377,28.52,TRUE
1431,-112.001,40.314,TRUE
1432,-85.821,37.095,TRUE
1433,-73.954,42.802,TRUE
1434,-88.096,30.706,TRUE
1435,-71.199,41.656,TRUE
1436,-122.661,45.639,TRUE
1438,-93.954,38.999,TRUE
1439,-101.863,35.17,TRUE
1440,-116.961,32.662,TRUE
1443,-112.546,46.007,TRUE
1445,-84.689,41.64,TRUE
1447,-86.627,34.736,TRUE
1449,-88.72,34.245,TRUE
1450,-73.866,40.817,TRUE
1452,-81.082,32.283,TRUE
1453,-114.324,34.494,TRUE
1454,-71.917,42.922,TRUE
1455,-106.305,42.85,TRUE
1456,-81.473,35.429,TRUE
1457,-104.767,38.795,TRUE
1459,-80.265,26.663,TRUE
1460,-90.096,34.962,TRUE
1461,-84.37,33.811,TRUE
1462,-96.198,29.917,TRUE
1463,-88.038,43.101,TRUE
1466,-74.164,40.911,TRUE
1467,-94.235,36.041,TRUE
1468,-95.9,29.693,TRUE
1469,-97.493,35.338,TRUE
1470,-82.347,27.888,TRUE
1471,-119.673,36.779,TRUE
1472,-82.71,27.86,TRUE
1474,-84.326,42.148,TRUE
1475,-73.084,41.693,TRUE
1477,-87.581,41.622,TRUE
1478,-93.896,42.058,TRUE
1479,-77.006,38.943,TRUE
1480,-83.316,32.334,TRUE
1481,-107.388,35.034,TRUE
1482,-75.466,39.009,TRUE
1483,-117.783,33.542,TRUE
1484,-157.842,21.303,TRUE
1485,-83.889,36.866,TRUE
1487,-91.372,40.626,TRUE
1488,-89.356,43.071,TRUE
1490,-105.594,39.09,TRUE
1491,-105.381,42.757,TRUE
1492,-82.216,35.178,TRUE
1493,-88.154,43.331,TRUE
1494,-84.821,34.179,TRUE
1496,-82.211,36.557,TRUE
1497,-91.818,30.022,TRUE
1500,-80.056,32.957,TRUE
1501,-121.807,37.368,TRUE
1502,-76.932,38.909,TRUE
1505,-117.141,33.512,TRUE
1506,-114.667,32.713,TRUE
1507,-91.14,30.468,TRUE
1508,-93.17,44.992,TRUE
1510,-118.188,33.971,TRUE
1512,-87.033,32.411,TRUE
1513,-110.972,32.248,TRUE
1514,-94.731,34.036,TRUE
1515,-95.353,29.689,TRUE
1516,-121.461,38.605,TRUE
1517,-90.141,38.62,TRUE
1518,-83.347,42.239,TRUE
1519,-73.984,40.591,TRUE
1521,-149.814,61.218,TRUE
1522,-111.634,35.194,TRUE
1523,-74.428,41.428,TRUE
1524,-76.654,39.302,TRUE
1525,-80.277,34.922,TRUE
1526,-81.803,30.038,TRUE
1527,-74.36,39.57,TRUE
1528,-117.287,34.136,TRUE
1529,-87.723,43.732,TRUE
1530,-73.938,40.718,TRUE
1532,-95.95,36.175,TRUE
1533,-96.019,36.1,TRUE
1534,-120.438,34.935,TRUE
1535,-87.62,41.858,TRUE
1536,-154.958,19.616,TRUE
1538,-87.917,43.064,TRUE
1539,-117.689,34.033,TRUE
1540,-98.571,29.413,TRUE
1541,-117.048,33.729,TRUE
1542,-108.759,35.52,TRUE
1543,-86.113,39.765,TRUE
1544,-118.249,33.935,TRUE
1545,-89.592,45.171,TRUE
1547,-90.175,29.999,TRUE
1548,-111.93,33.367,TRUE
1549,-111.883,33.582,TRUE
1550,-117.314,34.132,TRUE
1551,-107.799,48.461,TRUE
1552,-86.132,35.265,TRUE
1553,-119.745,39.551,TRUE
1554,-116.269,33.697,TRUE
1556,-110.969,32.178,TRUE
1557,-118.246,33.91,TRUE
1558,-118.193,34.053,TRUE
1559,-86.818,33.46,TRUE
1560,-77.512,36.516,TRUE
1561,-82.146,37.492,TRUE
1562,-120.424,46.447,TRUE
1563,-74.293,40.043,TRUE
1564,-76.814,39.37,TRUE
1566,-77.444,38.307,TRUE
1567,-118.316,34.111,TRUE
1568,-79.763,33.862,TRUE
1569,-95.375,45.889,TRUE
1570,-80.589,28.034,TRUE
1571,-115.499,42.971,TRUE
1572,-118.618,34.491,TRUE
1573,-112.024,41.121,TRUE
1574,-83.277,42.422,TRUE
1576,-77.57,38.91,TRUE
1577,-84.491,33.644,TRUE
1579,-88.82,43.483,TRUE
1580,-84.51,39.102,TRUE
1581,-76.899,40.282,TRUE
1582,-85.841,38.198,TRUE
1583,-121.302,38.697,TRUE
1584,-81.274,36.155,TRUE
1585,-84.627,38.181,TRUE
1586,-81.262,34.203,TRUE
1587,-81.164,33.836,TRUE
1588,-118.215,34.038,TRUE
1589,-82.529,34.734,TRUE
1590,-122.261,47.466,TRUE
1591,-117.258,33.196,TRUE
1592,-91.317,30.262,TRUE
1593,-111.84,33.451,TRUE
1594,-94.964,35.914,TRUE
1595,-87.967,43.075,TRUE
1596,-112.152,33.495,TRUE
1597,-105.053,39.718,TRUE
1599,-77.229,38.858,TRUE
1600,-88.258,35.035,TRUE
1601,-80.778,41.586,TRUE
1602,-81.586,36.027,TRUE
1603,-111.547,33.43,TRUE
1604,-121.252,37.987,TRUE
1605,-111.161,32.18,TRUE
1606,-118.281,33.945,TRUE
1608,-122.917,46.146,TRUE
1609,-118.983,35.35,TRUE
1610,-80.719,35.279,TRUE
1611,-121.32,38.713,TRUE
1612,-99.307,38.879,TRUE
1613,-117.028,32.956,TRUE
1614,-105.669,33.313,TRUE
1615,-99.902,31.969,TRUE
1616,-118.306,34.097,TRUE
1617,-112.039,33.48,TRUE
1618,-88.735,44.384,TRUE
1619,-119.882,39.616,TRUE
1620,-85.233,34.99,TRUE
1621,-116.216,33.726,TRUE
1622,-106.765,32.309,TRUE
1623,-84.551,39.397,TRUE
1624,-97.318,33.625,TRUE
1625,-96.88,32.75,TRUE
1626,-81.149,28.507,TRUE
1627,-86.437,35.488,TRUE
1628,-118.24,33.899,TRUE
1631,-115.092,36.137,TRUE
1632,-112.183,33.482,TRUE
1633,-79.999,39.602,TRUE
1635,-93.158,44.827,TRUE
1636,-78.592,35.78,TRUE
1637,-114.04,35.474,TRUE
1638,-117.306,34.129,TRUE
1639,-147.72,64.841,TRUE
1640,-82.364,27.934,TRUE
1641,-97.614,31.049,TRUE
1643,-97.789,32.729,TRUE
1644,-105.019,39.663,TRUE
1647,-97.444,37.704,TRUE
1648,-118.243,33.963,TRUE
1650,-105.952,32.885,TRUE
1652,-88.088,42.349,TRUE
1653,-90.232,38.722,TRUE
1654,-74.436,39.356,TRUE
1655,-120.303,47.44,TRUE
1656,-88.732,37.151,TRUE
1659,-108.526,39.076,TRUE
1660,-96.632,32.343,TRUE
1661,-97.76,30.435,TRUE
1662,-95.947,41.206,TRUE
1664,-112.074,33.448,TRUE
1665,-82.465,36.377,TRUE
1666,-112.162,33.484,TRUE
1667,-84.162,31.569,TRUE
1668,-80.819,28.585,TRUE
1669,-85.647,42.906,TRUE
1670,-81.906,28.053,TRUE
1671,-120.781,37.422,TRUE
1672,-90.158,35.156,TRUE
1673,-122.21,47.317,TRUE
1674,-80.127,26.245,TRUE
1675,-81.248,37.354,TRUE
1676,-105.103,40.116,TRUE
1677,-77.002,38.877,TRUE
1679,-91.715,41.991,TRUE
1680,-117.311,34.072,TRUE
1681,-82.987,39.963,TRUE
1682,-112.03,33.424,TRUE
1683,-82.554,28.558,TRUE
1684,-97.834,30.228,TRUE
1686,-73.191,44.492,TRUE
1687,-87.147,37.77,TRUE
1688,-95.958,36.206,TRUE
1689,-116.949,33.929,TRUE
1690,-75.217,39.957,TRUE
1691,-86.54,34.659,TRUE
1692,-81.961,35.364,TRUE
1693,-94.21,45.556,TRUE
1694,-81.563,41.042,TRUE
1695,-95.378,30.067,TRUE
1696,-111.094,39.321,TRUE
1697,-95.258,32.729,TRUE
1698,-88.087,35.84,TRUE
1699,-80.388,27.207,TRUE
1701,-86.765,36.211,TRUE
1702,-104.997,39.916,TRUE
1703,-96.163,41.002,TRUE
1704,-121.23,38.665,TRUE
1706,-98.534,29.373,TRUE
1707,-72.356,43.384,TRUE
1708,-116.264,43.644,TRUE
1709,-92.532,34.742,TRUE
1710,-95.442,29.725,TRUE
1711,-93.213,44.79,TRUE
1712,-116.952,32.808,TRUE
1714,-75.165,39.953,TRUE
1715,-83.266,30.871,TRUE
1716,-114.04,35.213,TRUE
1718,-74.184,40.767,TRUE
1719,-82.216,35.113,TRUE
1720,-83.432,42.173,TRUE
1721,-74.184,40.767,TRUE
1722,-82.848,39.951,TRUE
1723,-81.86,38.535,TRUE
1724,-118.307,33.939,TRUE
1725,-118.25,34,TRUE
1726,-87.667,41.594,TRUE
1727,-70.934,42.46,TRUE
1728,-74.488,39.352,TRUE
1729,-82.329,27.861,TRUE
1730,-94.134,36.171,TRUE
1731,-84.426,46.004,TRUE
1732,-105.264,40.011,TRUE
1733,-80.006,33.082,TRUE
1734,-83.644,32.812,TRUE
1735,-85.13,41.128,TRUE
1736,-87.492,34.859,TRUE
1738,-92.57,34.582,TRUE
1739,-122.296,47.343,TRUE
1741,-120.968,37.665,TRUE
1742,-85.091,41.073,TRUE
1743,-76.132,43.045,TRUE
1744,-111.961,33.668,TRUE
1746,-117.795,33.684,TRUE
1750,-122.028,37.972,TRUE
1751,-90.973,30.454,TRUE
1752,-71.005,42.389,TRUE
1753,-83.494,38.226,TRUE
1755,-122.226,47.384,TRUE
1757,-94.169,30.117,TRUE
1758,-96.821,32.711,TRUE
1759,-122.485,37.739,TRUE
1761,-97.789,30.198,TRUE
1762,-122.046,36.954,TRUE
1763,-80.294,25.939,TRUE
1764,-92.601,34.592,TRUE
1765,-74.232,39.971,TRUE
1766,-86.453,42.102,TRUE
1767,-73.854,40.819,TRUE
1768,-95.787,36.1,TRUE
1769,-84.266,38.197,TRUE
1772,-115.028,36.044,TRUE
1773,-81.583,30.467,TRUE
1774,-122.131,47.259,TRUE
1776,-86.565,33.357,TRUE
1778,-91.835,43.786,TRUE
1779,-85.584,37.021,TRUE
1780,-104.794,38.837,TRUE
1781,-90.229,38.673,TRUE
1782,-92.265,34.741,TRUE
1783,-75.821,39.599,TRUE
1784,-75.821,39.599,TRUE
1785,-121.293,38.889,TRUE
1786,-96.919,32.984,TRUE
1787,-95.944,36.753,TRUE
1788,-108.552,45.752,TRUE
1789,-98.44,29.493,TRUE
1790,-82.897,34.233,TRUE
1791,-96.008,45.818,TRUE
1792,-121.355,38.659,TRUE
1793,-81.767,41.326,TRUE
1794,-71.068,42.344,TRUE
1796,-97.393,27.794,TRUE
1798,-118.316,33.819,TRUE
1799,-118.569,34.241,TRUE
1800,-84.425,39.852,TRUE
1801,-119.761,39.161,TRUE
1802,-90.756,29.574,TRUE
1803,-111.922,40.589,TRUE
1804,-80.458,35.668,TRUE
1806,-83.963,33.791,TRUE
1807,-116.546,33.818,TRUE
1809,-82.725,27.818,TRUE
1811,-81.353,38.451,TRUE
1813,-94.956,32.543,TRUE
1814,-81.828,33.462,TRUE
1815,-74.981,39.254,TRUE
1817,-81.7,37.474,TRUE
1818,-117.903,33.727,TRUE
1820,-75.145,39.999,TRUE
1821,-104.965,39.78,TRUE
1823,-117.913,34.128,TRUE
1824,-99.318,38.887,TRUE
1825,-109.983,34.16,TRUE
1827,-81.902,28.077,TRUE
1832,-149.879,61.218,TRUE
1833,-110.969,31.972,TRUE
1834,-117.106,32.75,TRUE
1835,-97.53,35.377,TRUE
1839,-95.136,29.544,TRUE
1840,-118.033,33.975,TRUE
1841,-122.353,40.571,TRUE
1842,-81.742,31.708,TRUE
1843,-87.674,41.769,TRUE
1844,-86.642,30.43,TRUE
1845,-80.365,27.311,TRUE
1847,-117.907,33.852,TRUE
1849,-73.906,40.667,TRUE
1850,-121.791,36.971,TRUE
1851,-98.598,29.51,TRUE
1852,-94.594,39.179,TRUE
1853,-90.299,38.607,TRUE
1854,-120.458,34.654,TRUE
1855,-117.977,33.909,TRUE
1857,-78.89,35.973,TRUE
1858,-74.228,40.739,TRUE
1859,-82.692,27.818,TRUE
1860,-87.666,41.776,TRUE
1863,-89.266,31.278,TRUE
1864,-110.973,32.201,TRUE
1866,-70.57,43.948,TRUE
1867,-87.741,41.878,TRUE
1868,-91.086,30.395,TRUE
1869,-94.838,38.886,TRUE
1870,-83.01,39.998,TRUE
1871,-118.266,34.023,TRUE
1873,-70.955,42.456,TRUE
1874,-95.206,29.534,TRUE
1875,-86.398,39.78,TRUE
1876,-82.647,34.343,TRUE
1877,-94.526,39.103,TRUE
1878,-122.419,47.21,TRUE
1880,-93.082,35.365,TRUE
1881,-85.358,38.221,TRUE
1883,-106.741,32.287,TRUE
1885,-81.393,41.263,TRUE
1886,-85.96,41.668,TRUE
1887,-97.909,38.093,TRUE
1888,-81.306,28.948,TRUE
1889,-122.511,45.522,TRUE
1890,-81.906,28.861,TRUE
1891,-95.396,29.94,TRUE
1894,-78.987,35.089,TRUE
1898,-75.225,40.709,TRUE
1900,-86.127,39.6,TRUE
1902,-99.468,27.47,TRUE
1903,-114.593,35.109,TRUE
1904,-98.579,37.292,TRUE
1905,-97.592,40.882,TRUE
1906,-119.09,35.301,TRUE
1907,-83.91,32.682,TRUE
1908,-75.079,40.042,TRUE
1909,-76.657,39.312,TRUE
1910,-84.283,33.386,TRUE
1911,-117.976,33.979,TRUE
1913,-89.749,35.319,TRUE
1914,-118.163,34.022,TRUE
1915,-122.214,47.966,TRUE
1916,-118.309,33.985,TRUE
1917,-122.713,45.83,TRUE
1918,-96.045,36.147,TRUE
1919,-81.404,35.843,TRUE
1921,-98.196,26.211,TRUE
